world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n
site_shift,5,flow_jump_observation,site_1_minus_site_0,event_roc_auc,-0.0036538720414646384,-0.0099829333130104,0.024536632230972227,-0.0327968003909169,0.0250984677150902,5
site_shift,5,gru_from_scratch,all,event_roc_auc,0.4801269343730584,0.4849459883496977,0.010836446964825476,0.4668263362372248,0.4901002684051873,5
site_shift,10,flow_jump,all,event_roc_auc,0.4977826777557116,0.4968953848450302,0.012120813509719766,0.4816880543923634,0.5130722901171493,5
site_shift,10,flow_jump,site_0,event_roc_auc,0.5081305924800357,0.5000548339620484,0.023078535379277707,0.4844430419151024,0.5354363321748914,5
site_shift,10,flow_jump,site_1,event_roc_auc,0.5037038360507168,0.5055742766020966,0.013210810586116926,0.4888368912640103,0.522917499137735,5
site_shift,10,flow_jump,site_1_minus_site_0,event_roc_auc,-0.00442675642931886,-0.0067889562510823,0.025055393333254978,-0.0413635784786046,0.022674717638353,5
site_shift,10,flow_jump_observation,all,event_roc_auc,0.49710974760234344,0.4968971638656757,0.01130180636722491,0.4812842836800396,0.5099573638168455,5
site_shift,10,flow_jump_observation,site_0,event_roc_auc,0.5081336145828061,0.4995637693377533,0.022994718339661938,0.4843976504870566,0.5353241765922316,5
site_shift,10,flow_jump_observation,site_1,event_roc_auc,0.503692606095332,0.5059086805663573,0.013351627139645153,0.4885167137097627,0.5229604807012652,5
site_shift,10,flow_jump_observation,site_1_minus_site_0,event_roc_auc,-0.004441008487474139,-0.0067804361138572,0.025004083210818356,-0.0413696064331148,0.0227249348531015,5
site_shift,10,gru_from_scratch,all,event_roc_auc,0.4893860722679869,0.4959998786261553,0.019322491154311814,0.4696215845330783,0.5145731010158038,5
site_shift,20,flow_jump,all,event_roc_auc,0.4976249519819202,0.5048094772548148,0.015186144132686267,0.4769586302287361,0.5109263224345414,5
site_shift,20,flow_jump,site_0,event_roc_auc,0.49408017156108147,0.4917911594078646,0.011250812196188408,0.4802625398431872,0.5089669779334507,5
site_shift,20,flow_jump,site_1,event_roc_auc,0.4929737223504633,0.490442285172704,0.010724475063428324,0.4781573087496644,0.5036930260777625,5
site_shift,20,flow_jump,site_1_minus_site_0,event_roc_auc,-0.0011064492106181202,-0.0052739518556882,0.013902758435219258,-0.0108733455548235,0.0229986506008937,5
site_shift,20,flow_jump_observation,all,event_roc_auc,0.49755165389863637,0.5048711266237976,0.015297357492200991,0.4767889425458148,0.5109817439834909,5
site_shift,20,flow_jump_observation,site_0,event_roc_auc,0.4944061372132433,0.4914947821406797,0.011284881883114344,0.481020318526644,0.5090522348765629,5
site_shift,20,flow_jump_observation,site_1,event_roc_auc,0.492973553042119,0.4907687369111307,0.010825996454390412,0.4779929890354368,0.5036564485737436,5
site_shift,20,flow_jump_observation,site_1_minus_site_0,event_roc_auc,-0.0014325841711243005,-0.0053957863028193,0.013829138610589908,-0.0117384762440213,0.0224247564123428,5
